DokumentNr;Artikel;Bezeichnung;Klasse;KlasseBezeichnung;Gruppe;GruppeBezeichnung;Untergruppe;UntergruppeBezeichnung;Preis;Menge;Lagereinheit;Rechnungseinheit;Einkaufspreis;Rabatt;TotalExklMwSt;SteuerCode;Steuerbetrag;TotalInklMwSt;Waehrung;Ertragskonto;Kostenstelle;Gewicht;DokumentTyp;DokumentTypBezeichnung;DatumBelegbeiKasse;Adresse;Name;Land;Region;Sprache;Checkout;VoucherBon;VoucherKueche;VoucherGruppe
2169746;302106;Ketchup/Senf/Mayo Portion;6;HofChuchi;32;Kalte Küche;;;0.50;2.00;STK;STK;0.00;0.00;0.93;10;0.07;1.00;CHF;3220;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 18:25:30;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089287;210003;Mohrenkopf;3;Trockenprodukte;14;Süsswaren;FREMD;Fremd;1.00;1.00;STK;STK;0.00;0.00;0.93;10;0.07;1.00;CHF;3200;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 18:22:25;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169747;301501;Buffet - Znacht Salat/Warm M;6;HofChuchi;32;Kalte Küche;;;32.00;0.28;KG;KG;0.00;0.00;8.33;10;0.67;9.00;CHF;3220;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 18:27:01;1000001;Laufkunde;CH;ZH;D;1;0;;0
2169747;304125;Kürbiskernriegel;7;HofBäckerei;27;Gebäck;;;2.70;1.00; ; ;0.00;0.00;2.50;10;0.20;2.70;CHF;3221;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 18:27:01;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169747;305003;Bier vom Hof AMBER 3.3dl;9;Getränke;37;Bier;EIGEN;Eigen;4.80;1.00;FL;FL;0.00;0.00;4.44;10;0.36;4.80;CHF;3210;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 18:27:01;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169748;301503;Buffet - Znacht Salat/Warm L;6;HofChuchi;32;Kalte Küche;;;32.00;0.48;KG;KG;0.00;0.00;14.12;10;1.13;15.25;CHF;3220;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 18:27:43;1000001;Laufkunde;CH;ZH;D;1;0;;0
2169622;304103;Kuchen-/Gebäckstück 4 CHF;7;HofBäckerei;27;Gebäck;;;4.00;1.00; ; ;0.00;0.00;3.70;10;0.30;4.00;CHF;3221;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 16:44:36;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169622;304126;Kürbiskernriegel mit Schoggi;7;HofBäckerei;27;Gebäck;;;2.90;1.00; ; ;0.00;0.00;2.69;10;0.21;2.90;CHF;3221;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 16:44:36;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169622;305200;Kaffee / Espresso;9;Getränke;39;Heissgetränke;;;3.80;1.00; ; ;0.00;0.00;3.52;10;0.28;3.80;CHF;3210;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 16:44:36;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169623;303011;Buffet - Birchermüesli Take away;8;HofKonditorei;29;Dessert;;;27.00;0.19;KG;KG;0.00;0.00;4.72;10;0.38;5.10;CHF;3221;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 16:45:11;1000001;Laufkunde;CH;ZH;D;1;0;;0
2169627;303008;Buffet - Birchermüesli S;8;HofKonditorei;29;Dessert;;;27.00;0.38;KG;KG;0.00;0.00;9.58;10;0.77;10.35;CHF;3221;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 16:45:29;1000001;Laufkunde;CH;ZH;D;1;0;;0
2169627;305307;Süssmost 1l, frisch gepresst;9;Getränke;40;Hoftee/Most;;;3.50;1.00;L;L;0.00;0.00;3.24;10;0.26;3.50;CHF;3210;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 16:45:29;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169627;305900;PET Flasche;12;Non-Food;44;Depot/Gebinde;FREMD;Fremd;0.50;1.00;FL;FL;0.00;0.00;0.46;10;0.04;0.50;CHF;3210;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 16:45:29;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169628;303008;Buffet - Birchermüesli S;8;HofKonditorei;29;Dessert;;;27.00;0.20;KG;KG;0.00;0.00;5.09;10;0.41;5.50;CHF;3221;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 16:51:20;1000001;Laufkunde;CH;ZH;D;1;0;;0
2169628;303008;Buffet - Birchermüesli S;8;HofKonditorei;29;Dessert;;;27.00;0.23;KG;KG;0.00;0.00;5.69;10;0.46;6.15;CHF;3221;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 16:51:20;1000001;Laufkunde;CH;ZH;D;1;0;;0
2169628;305308;Süssmost 2dl;9;Getränke;40;Hoftee/Most;;;2.00;2.00;DL;DL;0.00;0.00;3.70;10;0.30;4.00;CHF;3210;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 16:51:20;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169629;300500;Kindernachmittag;1;Erlebnis;2;Kinderprogramm;;;150.00;1.00; ; ;0.00;0.00;138.89;10;11.11;150.00;CHF;3210;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 16:51:23;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169629;300600;Apfelgarten Eintritt;1;Erlebnis;4;Apfelgarten;;;5.00;13.00; ; ;0.00;0.00;60.19;10;4.81;65.00;CHF;3000;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 16:51:23;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169630;303008;Buffet - Birchermüesli S;8;HofKonditorei;29;Dessert;;;27.00;0.15;KG;KG;0.00;0.00;3.80;10;0.30;4.10;CHF;3221;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 16:53:03;1000001;Laufkunde;CH;ZH;D;1;0;;0
2169630;305203;Cappuccino;9;Getränke;39;Heissgetränke;;;4.50;1.00; ; ;0.00;0.00;4.17;10;0.33;4.50;CHF;3210;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 16:53:03;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089241;2110300;Bananen;4;Obst;22;Obst divers;FREMD;Fremd;3.80;0.34;KG;KG;0.00;0.00;1.27;11;0.03;1.30;CHF;3200;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 16:41:26;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089241;2110319;Pfirsich gelb I;4;Obst;22;Obst divers;FREMD;Fremd;7.00;0.41;KG;KG;0.00;0.00;2.83;11;0.07;2.90;CHF;3200;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 16:41:26;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169618;2110045;Kürbis 4.00;5;Gemüse;24;Kürbis;EIGEN;Eigen;4.00;1.41;KG;KG;0.00;0.00;5.51;11;0.14;5.65;CHF;3000;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 16:40:57;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169618;7640105563234;Holunderblüten Sirup 2.5dl;6;HofChuchi;34;Sirup;;;6.90;1.00;FL;FL;0.00;0.00;6.73;11;0.17;6.90;CHF;3220;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 16:40:57;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169618;2990788;Bachtelstei;2;Frischprodukte;5;Käse;FREMD;Fremd;34.00;0.19;KG;KG;0.00;0.00;6.15;11;0.15;6.30;CHF;3200;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 16:40:57;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169618;2110060;Zwetschgen 1. Kl.;4;Obst;17;Zwetschgen;EIGEN;Eigen;4.50;0.35;KG;KG;0.00;0.00;1.56;11;0.04;1.60;CHF;3200;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 16:40:57;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169618;304009;Sultaninenbrötli;7;HofBäckerei;8;Brot;;;2.00;1.00;STK;STK;0.00;0.00;1.95;11;0.05;2.00;CHF;3221;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 16:40:57;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089242;9810000018001;Glace Kübeli;2;Frischprodukte;30;Glace;FREMD;Fremd;3.90;1.00;STK;STK;0.00;0.00;3.61;10;0.29;3.90;CHF;3200;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 16:49:13;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089288;300606;Selberpflücken Erwachsene;1;Erlebnis;1;Selberplücken (Eintritt & Beeren);;;5.00;1.00; ; ;0.00;0.00;4.88;11;0.12;5.00;CHF;3000;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 18:25:11;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169750;9810000018001;Glace Kübeli;2;Frischprodukte;30;Glace;FREMD;Fremd;3.90;1.00;STK;STK;0.00;0.00;3.61;10;0.29;3.90;CHF;3200;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 18:27:51;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089243;7611889110129;Quöllfrisch 5dl;9;Getränke;37;Bier;FREMD;Fremd;5.80;1.00;FL;FL;0.00;0.00;5.37;10;0.43;5.80;CHF;3210;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 16:51:59;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089243;304125;Kürbiskernriegel;7;HofBäckerei;27;Gebäck;;;2.70;1.00; ; ;0.00;0.00;2.50;10;0.20;2.70;CHF;3221;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 16:51:59;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089243;305200;Kaffee / Espresso;9;Getränke;39;Heissgetränke;;;3.80;1.00; ; ;0.00;0.00;3.52;10;0.28;3.80;CHF;3210;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 16:51:59;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089243;500125;Himbeeren 250g CH;4;Obst;21;Himbeeren;FREMD;Fremd;6.00;1.00;SCH;SCH;0.00;0.00;5.85;11;0.15;6.00;CHF;3200;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 16:51:59;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089244;2110029;Apfel-Birnen 3.50;4;Obst;16;Äpfel/Birnen;;;3.50;0.80;KG;KG;0.00;0.00;2.73;11;0.07;2.80;CHF;3000;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 16:52:48;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089244;2110024;Apfel-Birnen 2.50;4;Obst;16;Äpfel/Birnen;;;2.50;1.25;KG;KG;0.00;0.00;3.02;11;0.08;3.10;CHF;3000;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 16:52:48;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089245;305203;Cappuccino;9;Getränke;39;Heissgetränke;;;4.50;1.00; ; ;0.00;0.00;4.17;10;0.33;4.50;CHF;3210;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 16:53:23;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089245;305205;Ovi / Heisse Schoggi;9;Getränke;39;Heissgetränke;;;3.80;1.00; ; ;0.00;0.00;3.52;10;0.28;3.80;CHF;3210;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 16:53:23;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169636;303008;Buffet - Birchermüesli S;8;HofKonditorei;29;Dessert;;;27.00;0.20;KG;KG;0.00;0.00;5.09;10;0.41;5.50;CHF;3221;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 16:54:08;1000001;Laufkunde;CH;ZH;D;1;0;;0
2169636;7640125570311;Allegra 5dl PET;9;Getränke;41;Getränke alkoholfrei;FREMD;Fremd;3.90;1.00;FL;FL;0.00;0.00;3.61;10;0.29;3.90;CHF;3210;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 16:54:08;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169636;305203;Cappuccino;9;Getränke;39;Heissgetränke;;;4.50;1.00; ; ;0.00;0.00;4.17;10;0.33;4.50;CHF;3210;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 16:54:08;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169637;304103;Kuchen-/Gebäckstück 4 CHF;7;HofBäckerei;27;Gebäck;;;4.00;2.00; ; ;0.00;0.00;7.41;10;0.59;8.00;CHF;3221;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 16:55:30;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169637;7640125570311;Allegra 5dl PET;9;Getränke;41;Getränke alkoholfrei;FREMD;Fremd;3.90;2.00;FL;FL;0.00;0.00;7.22;10;0.58;7.80;CHF;3210;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 16:55:30;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169637;302118;Buffet - Zmittag Salat/Warm L;6;HofChuchi;31;Warme Küche;;;32.00;0.27;KG;KG;0.00;0.00;8.01;10;0.64;8.65;CHF;3220;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 16:55:30;1000001;Laufkunde;CH;ZH;D;1;0;;0
2169637;500106;Erdbeeren 250g;4;Obst;20;Erdbeeren;EIGEN;Eigen;4.00;1.00;SCH;SCH;0.00;0.00;3.90;11;0.10;4.00;CHF;3000;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 16:55:30;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169637;304004;Brötli vom Hof;7;HofBäckerei;8;Brot;;;1.60;1.00;STK;STK;0.00;0.00;1.48;10;0.12;1.60;CHF;3221;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 16:55:30;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089246;2110074;Heidelbeeren selberpflücken;1;Erlebnis;1;Selberplücken (Eintritt & Beeren);;;11.00;0.58;KG;KG;0.00;0.00;6.20;11;0.15;6.35;CHF;3000;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 16:54:21;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089246;305203;Cappuccino;9;Getränke;39;Heissgetränke;;;4.50;1.00; ; ;0.00;0.00;4.17;10;0.33;4.50;CHF;3210;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 16:54:21;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169619;2110027;Apfel-Birnen 3.10;4;Obst;16;Äpfel/Birnen;;;3.10;0.89;KG;KG;0.00;0.00;2.68;11;0.07;2.75;CHF;3000;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 16:42:45;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169620;304000;Brot vom Hof;7;HofBäckerei;8;Brot;;;4.90;1.00;STK;STK;0.00;0.00;4.78;11;0.12;4.90;CHF;3221;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 16:43:24;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169621;304004;Brötli vom Hof;7;HofBäckerei;8;Brot;;;1.60;2.00;STK;STK;0.00;0.00;3.12;11;0.08;3.20;CHF;3221;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 16:44:33;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169621;212006;Tragtasche klein;12;Non-Food;42;Merchandising;;;0.20;1.00;STK;STK;0.00;0.00;0.19;10;0.01;0.20;CHF;3200;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 16:44:33;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169621;2901643;Rostiger Ritter;2;Frischprodukte;5;Käse;FREMD;Fremd;35.00;0.19;KG;KG;0.00;0.00;6.49;11;0.16;6.65;CHF;3200;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 16:44:33;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169621;2110371;Zitrone unbehandelt;4;Obst;22;Obst divers;FREMD;Fremd;6.50;0.34;KG;KG;0.00;0.00;2.20;11;0.05;2.25;CHF;3200;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 16:44:33;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169621;2190000;Trockenfleisch Eichenberger;2;Frischprodukte;7;Fleisch;FREMD;Fremd;6.95;1.00;STK;STK;0.00;0.00;6.78;11;0.17;6.95;CHF;3200;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 16:44:33;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169621;2190000;Trockenfleisch Eichenberger;2;Frischprodukte;7;Fleisch;FREMD;Fremd;7.95;1.00;STK;STK;0.00;0.00;7.76;11;0.19;7.95;CHF;3200;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 16:44:33;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169621;2190000;Trockenfleisch Eichenberger;2;Frischprodukte;7;Fleisch;FREMD;Fremd;7.05;1.00;STK;STK;0.00;0.00;6.88;11;0.17;7.05;CHF;3200;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 16:44:33;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089239;302116;Buffet - Zmittag Salat/Warm M;6;HofChuchi;31;Warme Küche;;;32.00;0.29;KG;KG;0.00;0.00;8.70;10;0.70;9.40;CHF;3220;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 16:45:27;1000001;Laufkunde;CH;ZH;D;1;0;;0
4089239;7640105560998;Suure Moscht vom Hof alkoholfrei 5dl;9;Getränke;41;Getränke alkoholfrei;EIGEN;Eigen;5.50;1.00;FL;FL;0.00;0.00;5.09;10;0.41;5.50;CHF;3210;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 16:45:27;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089240;210011;Schoggistängeli;3;Trockenprodukte;14;Süsswaren;FREMD;Fremd;2.80;1.00;STK;STK;0.00;0.00;2.08;10;0.17;2.25;CHF;3200;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 16:47:27;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169624;202001;Knobliwurst;2;Frischprodukte;7;Fleisch;FREMD;Fremd;6.30;2.00;STK;STK;0.00;0.00;12.29;11;0.31;12.60;CHF;3200;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 16:45:28;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169624;9810000018001;Glace Kübeli;2;Frischprodukte;30;Glace;FREMD;Fremd;3.90;1.00;STK;STK;0.00;0.00;3.61;10;0.29;3.90;CHF;3200;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 16:45:28;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169624;500131;Heidelbeeren 250g;4;Obst;19;Heidelbeeren;EIGEN;Eigen;6.00;1.00;SCH;SCH;0.00;0.00;5.85;11;0.15;6.00;CHF;3000;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 16:45:28;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169625;500131;Heidelbeeren 250g;4;Obst;19;Heidelbeeren;EIGEN;Eigen;6.00;1.00;SCH;SCH;0.00;0.00;5.85;11;0.15;6.00;CHF;3000;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 16:45:52;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169626;7640105564286;Kürbiskerne Schoggi 100g;3;Trockenprodukte;11;Kürbiskerne;;;5.90;1.00;STK;STK;0.00;0.00;5.76;11;0.14;5.90;CHF;3200;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 16:48:57;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169626;7640105564286;Kürbiskerne Schoggi 100g;3;Trockenprodukte;11;Kürbiskerne;;;5.90;1.00;STK;STK;0.00;0.00;5.76;11;0.14;5.90;CHF;3200;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 16:48:57;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169626;7640105564286;Kürbiskerne Schoggi 100g;3;Trockenprodukte;11;Kürbiskerne;;;5.90;1.00;STK;STK;0.00;0.00;5.76;11;0.14;5.90;CHF;3200;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 16:48:57;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169626;7640105564286;Kürbiskerne Schoggi 100g;3;Trockenprodukte;11;Kürbiskerne;;;5.90;1.00;STK;STK;0.00;0.00;5.76;11;0.14;5.90;CHF;3200;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 16:48:57;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169626;7640105563609;Beeren Konfi 220g;6;HofChuchi;33;Konfi;;;5.90;1.00;STK;STK;0.00;0.00;5.76;11;0.14;5.90;CHF;3220;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 16:48:57;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169626;7640105563609;Beeren Konfi 220g;6;HofChuchi;33;Konfi;;;5.90;1.00;STK;STK;0.00;0.00;5.76;11;0.14;5.90;CHF;3220;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 16:48:57;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169626;7640105563609;Beeren Konfi 220g;6;HofChuchi;33;Konfi;;;5.90;1.00;STK;STK;0.00;0.00;5.76;11;0.14;5.90;CHF;3220;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 16:48:57;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169626;7640105563609;Beeren Konfi 220g;6;HofChuchi;33;Konfi;;;5.90;1.00;STK;STK;0.00;0.00;5.76;11;0.14;5.90;CHF;3220;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 16:48:57;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169631;304007;Monatsbrot;7;HofBäckerei;8;Brot;;;5.40;1.00;STK;STK;0.00;0.00;5.27;11;0.13;5.40;CHF;3221;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 16:50:42;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169631;304000;Brot vom Hof;7;HofBäckerei;8;Brot;;;4.90;1.00;STK;STK;0.00;0.00;4.78;11;0.12;4.90;CHF;3221;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 16:50:42;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169631;304005;Zopfbrötli;7;HofBäckerei;8;Brot;;;1.80;1.00;STK;STK;0.00;0.00;1.76;11;0.04;1.80;CHF;3221;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 16:50:42;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169632;202001;Knobliwurst;2;Frischprodukte;7;Fleisch;FREMD;Fremd;6.30;1.00;STK;STK;0.00;0.00;6.15;11;0.15;6.30;CHF;3200;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 16:51:29;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169632;202001;Knobliwurst;2;Frischprodukte;7;Fleisch;FREMD;Fremd;6.30;1.00;STK;STK;0.00;0.00;6.15;11;0.15;6.30;CHF;3200;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 16:51:29;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169633;9810000018001;Glace Kübeli;2;Frischprodukte;30;Glace;FREMD;Fremd;3.90;6.00;STK;STK;0.00;0.00;21.67;10;1.73;23.40;CHF;3200;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 16:53:06;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169634;305300;Süssmost Bag 3l;9;Getränke;40;Hoftee/Most;;;9.90;1.00;STK;STK;0.00;0.00;9.66;11;0.24;9.90;CHF;3200;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 16:53:46;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169635;210022;Honig Lolly;3;Trockenprodukte;14;Süsswaren;FREMD;Fremd;0.50;4.00;STK;STK;0.00;0.00;1.95;11;0.05;2.00;CHF;3200;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 16:54:23;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169638;7640105564279;Kürbiskerne Zimt 100g;3;Trockenprodukte;11;Kürbiskerne;;;5.90;1.00;STK;STK;0.00;0.00;5.76;11;0.14;5.90;CHF;3200;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 16:55:17;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169638;7640105564286;Kürbiskerne Schoggi 100g;3;Trockenprodukte;11;Kürbiskerne;;;5.90;1.00;STK;STK;0.00;0.00;5.76;11;0.14;5.90;CHF;3200;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 16:55:17;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169638;9810000018001;Glace Kübeli;2;Frischprodukte;30;Glace;FREMD;Fremd;3.90;4.00;STK;STK;0.00;0.00;14.44;10;1.16;15.60;CHF;3200;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 16:55:17;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169638;2110074;Heidelbeeren selberpflücken;1;Erlebnis;1;Selberplücken (Eintritt & Beeren);;;11.00;1.15;KG;KG;0.00;0.00;12.34;11;0.31;12.65;CHF;3000;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 16:55:17;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169639;500810;Radiesli;5;Gemüse;25;Gemüse divers;FREMD;Fremd;1.80;1.00;STK;STK;0.00;0.00;1.76;11;0.04;1.80;CHF;3200;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 16:57:09;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169640;7640105562039;Himbeer Konfi 220g;6;HofChuchi;33;Konfi;;;6.40;1.00;STK;STK;0.00;0.00;6.24;11;0.16;6.40;CHF;3220;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 16:58:00;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169640;7640105563814;Heidelbeer Konfi 220g;6;HofChuchi;33;Konfi;;;5.90;1.00;STK;STK;0.00;0.00;5.76;11;0.14;5.90;CHF;3220;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 16:58:00;1000001;Laufkunde;CH;ZH;D;0;0;;0
