DokumentNr;Artikel;Bezeichnung;Klasse;KlasseBezeichnung;Gruppe;GruppeBezeichnung;Untergruppe;UntergruppeBezeichnung;Preis;Menge;Lagereinheit;Rechnungseinheit;Einkaufspreis;Rabatt;TotalExklMwSt;SteuerCode;Steuerbetrag;TotalInklMwSt;Waehrung;Ertragskonto;Kostenstelle;Gewicht;DokumentTyp;DokumentTypBezeichnung;DatumBelegbeiKasse;Adresse;Name;Land;Region;Sprache;Checkout;VoucherBon;VoucherKueche;VoucherGruppe
2169687;302127;Kalbsbratwurst gross;6;HofChuchi;31;Warme Küche;;;6.00;1.00; ; ;0.00;0.00;5.56;10;0.44;6.00;CHF;3220;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:33:44;1000001;Laufkunde;CH;ZH;D;0;1;;2
2169687;305308;Süssmost 2dl;9;Getränke;40;Hoftee/Most;;;2.00;1.00;DL;DL;0.00;0.00;1.85;10;0.15;2.00;CHF;3210;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:33:44;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169687;500121;Himbeeren 250g;4;Obst;21;Himbeeren;EIGEN;Eigen;6.00;1.00;SCH;SCH;0.00;0.00;5.85;11;0.15;6.00;CHF;3000;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:33:44;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169688;301501;Buffet - Znacht Salat/Warm M;6;HofChuchi;32;Kalte Küche;;;32.00;0.20;KG;KG;0.00;0.00;6.06;10;0.49;6.55;CHF;3220;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:36:04;1000001;Laufkunde;CH;ZH;D;1;0;;0
2169688;7640125570311;Allegra 5dl PET;9;Getränke;41;Getränke alkoholfrei;FREMD;Fremd;3.90;1.00;FL;FL;0.00;0.00;3.61;10;0.29;3.90;CHF;3210;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:36:04;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169689;301503;Buffet - Znacht Salat/Warm L;6;HofChuchi;32;Kalte Küche;;;32.00;0.50;KG;KG;0.00;0.00;14.86;10;1.19;16.05;CHF;3220;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:36:30;1000001;Laufkunde;CH;ZH;D;1;0;;0
2169689;301501;Buffet - Znacht Salat/Warm M;6;HofChuchi;32;Kalte Küche;;;32.00;0.37;KG;KG;0.00;0.00;10.83;10;0.87;11.70;CHF;3220;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:36:30;1000001;Laufkunde;CH;ZH;D;1;0;;0
2169689;302127;Kalbsbratwurst gross;6;HofChuchi;31;Warme Küche;;;6.00;1.00; ; ;0.00;0.00;5.56;10;0.44;6.00;CHF;3220;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:36:30;1000001;Laufkunde;CH;ZH;D;0;1;;2
2169690;7640125570311;Allegra 5dl PET;9;Getränke;41;Getränke alkoholfrei;FREMD;Fremd;3.90;2.00;FL;FL;0.00;0.00;7.22;10;0.58;7.80;CHF;3210;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:36:38;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169691;301503;Buffet - Znacht Salat/Warm L;6;HofChuchi;32;Kalte Küche;;;32.00;0.45;KG;KG;0.00;0.00;13.19;10;1.06;14.25;CHF;3220;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:37:12;1000001;Laufkunde;CH;ZH;D;1;0;;0
2169691;7640125570311;Allegra 5dl PET;9;Getränke;41;Getränke alkoholfrei;FREMD;Fremd;3.90;1.00;FL;FL;0.00;0.00;3.61;10;0.29;3.90;CHF;3210;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:37:12;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169691;302127;Kalbsbratwurst gross;6;HofChuchi;31;Warme Küche;;;6.00;1.00; ; ;0.00;0.00;5.56;10;0.44;6.00;CHF;3220;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:37:12;1000001;Laufkunde;CH;ZH;D;0;1;;2
2169694;7640105561100;Apfelschorli 5dl;9;Getränke;41;Getränke alkoholfrei;EIGEN;Eigen;4.50;2.00;FL;FL;0.00;0.00;8.33;10;0.67;9.00;CHF;3210;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 16:34:46;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169695;301503;Buffet - Znacht Salat/Warm L;6;HofChuchi;32;Kalte Küche;;;32.00;0.52;KG;KG;0.00;0.00;15.46;10;1.24;16.70;CHF;3220;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:38:28;1000001;Laufkunde;CH;ZH;D;1;0;;0
2169695;302127;Kalbsbratwurst gross;6;HofChuchi;31;Warme Küche;;;6.00;1.00; ; ;0.00;0.00;5.56;10;0.44;6.00;CHF;3220;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:38:28;1000001;Laufkunde;CH;ZH;D;0;1;;2
2169695;7640125570311;Allegra 5dl PET;9;Getränke;41;Getränke alkoholfrei;FREMD;Fremd;3.90;1.00;FL;FL;0.00;0.00;3.61;10;0.29;3.90;CHF;3210;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:38:28;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169657;2110074;Heidelbeeren selberpflücken;1;Erlebnis;1;Selberplücken (Eintritt & Beeren);;;11.00;0.30;KG;KG;0.00;0.00;3.22;11;0.08;3.30;CHF;3000;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:15:02;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169660;304009;Sultaninenbrötli;7;HofBäckerei;8;Brot;;;2.00;1.00;STK;STK;0.00;0.00;1.95;11;0.05;2.00;CHF;3221;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:17:04;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169661;9810000018001;Glace Kübeli;2;Frischprodukte;30;Glace;FREMD;Fremd;3.90;1.00;STK;STK;0.00;0.00;3.61;10;0.29;3.90;CHF;3200;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:17:21;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169664;500131;Heidelbeeren 250g;4;Obst;19;Heidelbeeren;EIGEN;Eigen;6.00;1.00;SCH;SCH;0.00;0.00;5.85;11;0.15;6.00;CHF;3000;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:22:50;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169670;212006;Tragtasche klein;12;Non-Food;42;Merchandising;;;0.20;1.00;STK;STK;0.00;0.00;0.19;10;0.01;0.20;CHF;3200;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:26:08;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169670;7640105561957;Erdbeer Konfi 220g;6;HofChuchi;33;Konfi;EIGEN;Eigen;5.90;1.00;STK;STK;0.00;0.00;5.76;11;0.14;5.90;CHF;3220;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:26:08;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169670;207000;Honig 250g;3;Trockenprodukte;13;Honig;FREMD;Fremd;10.50;1.00;STK;STK;0.00;0.00;10.24;11;0.26;10.50;CHF;3200;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:26:08;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169670;7640112094233;Joghurt 500g Bifidus natur;2;Frischprodukte;6;Milchprodukte;FREMD;Fremd;2.60;1.00;STK;STK;0.00;0.00;2.54;11;0.06;2.60;CHF;3200;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:26:08;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169670;2110114;Bohnen fein;5;Gemüse;25;Gemüse divers;FREMD;Fremd;8.50;0.18;KG;KG;0.00;0.00;1.46;11;0.04;1.50;CHF;3200;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:26:08;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169670;210008;Spitzbueb (Palme);3;Trockenprodukte;14;Süsswaren;FREMD;Fremd;2.60;1.00;STK;STK;0.00;0.00;2.54;11;0.06;2.60;CHF;3200;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:26:08;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169670;304004;Brötli vom Hof;7;HofBäckerei;8;Brot;;;1.60;1.00;STK;STK;0.00;0.00;1.56;11;0.04;1.60;CHF;3221;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:26:08;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169670;7640112094233;Joghurt 500g Bifidus natur;2;Frischprodukte;6;Milchprodukte;FREMD;Fremd;2.60;1.00;STK;STK;0.00;0.00;2.54;11;0.06;2.60;CHF;3200;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:26:08;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169670;7640105564293;Kürbiskerne Salz 100g;3;Trockenprodukte;11;Kürbiskerne;;;5.90;1.00;STK;STK;0.00;0.00;5.76;11;0.14;5.90;CHF;3200;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:26:08;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169670;211002;Knäckebrot (Voland);3;Trockenprodukte;15;Trockenprodukte divers;FREMD;Fremd;5.00;1.00;STK;STK;0.00;0.00;4.88;11;0.12;5.00;CHF;3200;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:26:08;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169670;500125;Himbeeren 250g CH;4;Obst;21;Himbeeren;FREMD;Fremd;6.00;1.00;SCH;SCH;0.00;0.00;5.85;11;0.15;6.00;CHF;3200;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:26:08;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169671;2110114;Bohnen fein;5;Gemüse;25;Gemüse divers;FREMD;Fremd;8.50;0.31;KG;KG;0.00;0.00;2.05;11;0.05;2.10;CHF;3200;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:27:03;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169671;7640105564323;Apfelringe Jucker 90g;6;HofChuchi;35;Eingemachtes divers;EIGEN;Eigen;6.90;1.00;STK;STK;0.00;0.00;5.37;11;0.13;5.50;CHF;3220;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:27:03;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169671;201001;Eier 6 Stk.;2;Frischprodukte;9;Eier;FREMD;Fremd;4.50;1.00;STK;STK;0.00;0.00;3.51;11;0.09;3.60;CHF;3200;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:27:03;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169672;2990520;Ur-Eiche;2;Frischprodukte;5;Käse;FREMD;Fremd;38.00;0.20;KG;KG;0.00;0.00;7.46;11;0.19;7.65;CHF;3200;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:27:33;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169679;304008;Mostbrot;7;HofBäckerei;8;Brot;;;5.40;1.00;STK;STK;0.00;0.00;5.27;11;0.13;5.40;CHF;3221;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:31:06;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089259;2190000;Trockenfleisch Eichenberger;2;Frischprodukte;7;Fleisch;FREMD;Fremd;8.30;1.00;STK;STK;0.00;0.00;8.10;11;0.20;8.30;CHF;3200;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 17:25:48;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089259;500709;Eichblatt Salat;5;Gemüse;25;Gemüse divers;FREMD;Fremd;1.50;1.00;STK;STK;0.00;0.00;1.46;11;0.04;1.50;CHF;3200;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 17:25:48;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089259;500796;Räben;5;Gemüse;25;Gemüse divers;FREMD;Fremd;1.50;1.00;STK;STK;0.00;0.00;1.46;11;0.04;1.50;CHF;3200;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 17:25:48;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089259;2110220;Tomaten Ramatto;5;Gemüse;25;Gemüse divers;FREMD;Fremd;8.50;0.37;KG;KG;0.00;0.00;3.02;11;0.08;3.10;CHF;3200;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 17:25:48;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089259;205006;Büffel Joghurt Frucht 180g;2;Frischprodukte;6;Milchprodukte;FREMD;Fremd;2.10;1.00;STK;STK;0.00;0.00;2.05;11;0.05;2.10;CHF;3200;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 17:25:48;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089259;500141;Brombeeren 250g;4;Obst;22;Obst divers;EIGEN;Eigen;4.50;1.00;SCH;SCH;0.00;0.00;4.39;11;0.11;4.50;CHF;3200;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 17:25:48;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089259;500125;Himbeeren 250g CH;4;Obst;21;Himbeeren;FREMD;Fremd;6.00;1.00;SCH;SCH;0.00;0.00;5.85;11;0.15;6.00;CHF;3200;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 17:25:48;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089259;2110319;Pfirsich gelb I;4;Obst;22;Obst divers;FREMD;Fremd;7.00;0.38;KG;KG;0.00;0.00;2.59;11;0.06;2.65;CHF;3200;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 17:25:48;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169673;9810000018001;Glace Kübeli;2;Frischprodukte;30;Glace;FREMD;Fremd;3.90;4.00;STK;STK;0.00;0.00;14.44;10;1.16;15.60;CHF;3200;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:28:21;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169674;301503;Buffet - Znacht Salat/Warm L;6;HofChuchi;32;Kalte Küche;;;32.00;0.37;KG;KG;0.00;0.00;10.83;10;0.87;11.70;CHF;3220;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:28:30;1000001;Laufkunde;CH;ZH;D;1;0;;0
2169674;7640125570113;Mineral Passugger 5dl;9;Getränke;41;Getränke alkoholfrei;FREMD;Fremd;3.90;1.00;FL;FL;0.00;0.00;3.61;10;0.29;3.90;CHF;3210;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:28:30;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169675;304104;Wähen süss;7;HofBäckerei;27;Gebäck;;;5.00;2.00; ; ;0.00;0.00;9.26;10;0.74;10.00;CHF;3221;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:29:28;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169675;304000;Brot vom Hof;7;HofBäckerei;8;Brot;;;4.90;1.00;STK;STK;0.00;0.00;4.78;11;0.12;4.90;CHF;3221;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:29:28;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169675;202001;Knobliwurst;2;Frischprodukte;7;Fleisch;FREMD;Fremd;6.30;1.00;STK;STK;0.00;0.00;5.83;10;0.47;6.30;CHF;3200;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:29:28;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169676;305501;Rafzer Riesling Silvaner 7.5dl;9;Getränke;36;Wein;EIGEN;Eigen;26.00;1.00;FL;FL;0.00;0.00;24.07;10;1.93;26.00;CHF;3210;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:31:26;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169677;7611889110129;Quöllfrisch 5dl;9;Getränke;37;Bier;FREMD;Fremd;5.80;1.00;FL;FL;0.00;0.00;5.37;10;0.43;5.80;CHF;3210;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:31:52;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169677;304125;Kürbiskernriegel;7;HofBäckerei;27;Gebäck;;;2.70;1.00; ; ;0.00;0.00;2.50;10;0.20;2.70;CHF;3221;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:31:52;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169677;305208;Schale;9;Getränke;39;Heissgetränke;;;4.00;1.00; ; ;0.00;0.00;3.70;10;0.30;4.00;CHF;3210;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:31:52;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169678;7640125570311;Allegra 5dl PET;9;Getränke;41;Getränke alkoholfrei;FREMD;Fremd;3.90;1.00;FL;FL;0.00;0.00;3.61;10;0.29;3.90;CHF;3210;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:32:47;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169678;304010;Brot Scheibe;7;HofBäckerei;8;Brot;;;1.00;2.00; ; ;0.00;0.00;1.85;10;0.15;2.00;CHF;3221;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:32:47;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169686;301503;Buffet - Znacht Salat/Warm L;6;HofChuchi;32;Kalte Küche;;;32.00;0.59;KG;KG;0.00;0.00;17.55;10;1.40;18.95;CHF;3220;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:33:44;1000001;Laufkunde;CH;ZH;D;1;0;;0
2169686;305555;Rotwein 1dl;9;Getränke;36;Wein;FREMD;Fremd;5.50;1.00;DL;DL;0.00;0.00;5.09;10;0.41;5.50;CHF;3210;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:33:44;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089260;305308;Süssmost 2dl;9;Getränke;40;Hoftee/Most;;;2.00;2.00;DL;DL;0.00;0.00;3.70;10;0.30;4.00;CHF;3210;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 17:29:29;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089261;210003;Mohrenkopf;3;Trockenprodukte;14;Süsswaren;FREMD;Fremd;1.00;2.00;STK;STK;0.00;0.00;1.85;10;0.15;2.00;CHF;3200;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 17:32:22;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089262;9810000018001;Glace Kübeli;2;Frischprodukte;30;Glace;FREMD;Fremd;3.90;1.00;STK;STK;0.00;0.00;3.61;10;0.29;3.90;CHF;3200;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 17:32:31;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089263;2110113;Broccoli;5;Gemüse;25;Gemüse divers;FREMD;Fremd;4.60;0.24;KG;KG;0.00;0.00;1.07;11;0.03;1.10;CHF;3200;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 17:33:55;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089263;2110091;Aprikosen Wallis;4;Obst;22;Obst divers;FREMD;Fremd;10.50;1.43;KG;KG;0.00;0.00;14.59;11;0.36;14.95;CHF;3200;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 17:33:55;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089263;2110029;Apfel-Birnen 3.50;4;Obst;16;Äpfel/Birnen;;;3.50;0.39;KG;KG;0.00;0.00;1.32;11;0.03;1.35;CHF;3000;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 17:33:55;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089263;2110060;Zwetschgen 1. Kl.;4;Obst;17;Zwetschgen;EIGEN;Eigen;4.50;0.90;KG;KG;0.00;0.00;3.95;11;0.10;4.05;CHF;3200;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 17:33:55;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089263;2110200;Romanesco;5;Gemüse;25;Gemüse divers;FREMD;Fremd;8.30;0.32;KG;KG;0.00;0.00;2.59;11;0.06;2.65;CHF;3200;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 17:33:55;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089263;2110229;Tomaten Kumato;5;Gemüse;25;Gemüse divers;FREMD;Fremd;8.00;0.33;KG;KG;0.00;0.00;2.59;11;0.06;2.65;CHF;3200;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 17:33:55;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089263;500141;Brombeeren 250g;4;Obst;22;Obst divers;EIGEN;Eigen;4.50;1.00;SCH;SCH;0.00;0.00;4.39;11;0.11;4.50;CHF;3200;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 17:33:55;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089263;500131;Heidelbeeren 250g;4;Obst;19;Heidelbeeren;EIGEN;Eigen;6.00;1.00;SCH;SCH;0.00;0.00;5.85;11;0.15;6.00;CHF;3000;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 17:33:55;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089263;500108;Erdbeeren CH 250g;4;Obst;20;Erdbeeren;FREMD;Fremd;4.00;1.00;SCH;SCH;0.00;0.00;3.90;11;0.10;4.00;CHF;3200;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 17:33:55;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089263;7640105561100;Apfelschorli 5dl;9;Getränke;41;Getränke alkoholfrei;EIGEN;Eigen;4.50;1.00;FL;FL;0.00;0.00;4.17;10;0.33;4.50;CHF;3210;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 17:33:55;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089263;304005;Zopfbrötli;7;HofBäckerei;8;Brot;;;1.80;2.00;STK;STK;0.00;0.00;3.33;10;0.27;3.60;CHF;3221;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 17:33:55;1000001;Laufkunde;CH;ZH;D;0;0;;0
4089263;2110198;Ruccola;5;Gemüse;25;Gemüse divers;FREMD;Fremd;18.00;0.12;KG;KG;0.00;0.00;2.05;11;0.05;2.10;CHF;3200;400;0.00;RGKSJON;Rechnung Kasse Jona;17.08.2017 - 17:33:55;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169680;2110143;Gurke Snack ;5;Gemüse;25;Gemüse divers;FREMD;Fremd;7.50;0.60;KG;KG;0.00;0.00;4.34;11;0.11;4.45;CHF;3200;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:31:17;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169680;7640105561957;Erdbeer Konfi 220g;6;HofChuchi;33;Konfi;EIGEN;Eigen;5.90;1.00;STK;STK;0.00;0.00;5.76;11;0.14;5.90;CHF;3220;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:31:17;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169680;7640105561254;Gewürzsalz mit Gartenkräutern;6;HofChuchi;35;Eingemachtes divers;;;7.80;1.00;STK;STK;0.00;0.00;7.61;11;0.19;7.80;CHF;3220;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:31:17;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169680;204001;Büffel Feta;2;Frischprodukte;5;Käse;FREMD;Fremd;6.50;1.00;STK;STK;0.00;0.00;6.34;11;0.16;6.50;CHF;3200;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:31:17;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169680;7640105564286;Kürbiskerne Schoggi 100g;3;Trockenprodukte;11;Kürbiskerne;;;5.90;1.00;STK;STK;0.00;0.00;5.76;11;0.14;5.90;CHF;3200;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:31:17;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169680;201001;Eier 6 Stk.;2;Frischprodukte;9;Eier;FREMD;Fremd;4.50;1.00;STK;STK;0.00;0.00;4.39;11;0.11;4.50;CHF;3200;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:31:17;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169680;500810;Radiesli;5;Gemüse;25;Gemüse divers;FREMD;Fremd;1.80;1.00;STK;STK;0.00;0.00;1.76;11;0.04;1.80;CHF;3200;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:31:17;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169680;500108;Erdbeeren CH 250g;4;Obst;20;Erdbeeren;FREMD;Fremd;4.00;1.00;SCH;SCH;0.00;0.00;3.90;11;0.10;4.00;CHF;3200;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:31:17;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169681;300503;Geisslifutter;1;Erlebnis;2;Kinderprogramm;;;2.00;1.00; ; ;0.00;0.00;1.95;11;0.05;2.00;CHF;3200;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:31:55;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169682;305002;Bier vom Hof AMBER 5dl;9;Getränke;37;Bier;EIGEN;Eigen;3.30;1.00;FL;FL;0.00;0.00;3.06;10;0.24;3.30;CHF;3210;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:32:18;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169682;2190000;Trockenfleisch Eichenberger;2;Frischprodukte;7;Fleisch;FREMD;Fremd;8.20;1.00;STK;STK;0.00;0.00;8.00;11;0.20;8.20;CHF;3200;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:32:18;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169683;305300;Süssmost Bag 3l;9;Getränke;40;Hoftee/Most;;;9.90;1.00;STK;STK;0.00;0.00;9.66;11;0.24;9.90;CHF;3200;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:32:44;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169683;7640105562626;Apfelbrot;7;HofBäckerei;27;Gebäck;;;9.90;1.00;STK;STK;0.00;0.00;9.66;11;0.24;9.90;CHF;3221;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:32:44;1000001;Laufkunde;CH;ZH;D;0;0;;0
2169683;212009;Jute Tragtasche;12;Non-Food;42;Merchandising;;;7.50;1.00;STK;STK;0.00;0.00;6.94;10;0.56;7.50;CHF;3200;200;0.00;RGKSSEG;Rechnung Kasse Seegräben;17.08.2017 - 17:32:44;1000001;Laufkunde;CH;ZH;D;0;0;;0
